"TLID","lat","lon","N","P","K","TY","Treatment","var","SoilType"
"Pamp2010071",11.332519,8.155348,100,30,60,4023,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010072",11.334613,8.150783,100,30,60,4027,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010081",11.357768,8.152207,100,30,60,133,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010082",11.360335,8.148188,100,30,60,3140,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010101",11.308785,8.175718,100,30,60,4416,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010102",11.308953,8.167585,100,30,60,898,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010111",11.332792,8.171157,100,30,60,3619,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010112",11.336667,8.171707,100,30,60,4746,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010121",11.356307,8.167343,100,30,60,2034,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010122",11.354145,8.169087,100,30,60,797,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010123",11.352932,8.166752,100,30,60,2891,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010131",11.284695,8.192318,100,30,60,2416,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010132",11.290448,8.189918,100,30,60,1038,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010142",11.313348,8.196717,100,30,60,139,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010151",11.327023,8.1854,100,30,60,1937,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010152",11.325305,8.188542,100,30,60,2410,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010161",11.353283,8.192848,100,30,60,4850,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010162",11.344635,8.19201,100,30,60,2168,"N100,P30,K60","Hybrid","Sandy Loam"
"TMS_F1",11.54272,7.36464,120,22,42,5448.0522875817,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F1",11.54272,7.36464,120,22,42,5592.65729654694,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F2",11.62754,7.4677,120,22,42,6092.95322224453,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F2",11.62754,7.4677,120,22,42,5223.32252445397,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F3",11.53085,7.36067,120,22,42,6136.34566729918,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F3",11.53085,7.36067,120,22,42,5543.44896933132,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F3",11.52981,7.36272,120,22,42,6083.81231733886,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F3",11.52981,7.36272,120,22,42,8511.90116523937,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F4",11.75949,7.37933,120,22,42,1602.3137254902,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F4",11.75949,7.37933,120,22,42,3378.20879703233,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F5",11.62602,7.46558,120,22,42,6836.99650402797,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F5",11.62602,7.46558,120,22,42,5998.95554743637,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F6",11.75527,7.37697,120,22,42,8141.35725212071,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F6",11.75527,7.37697,120,22,42,9896.76470588235,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F7",11.53308,7.36767,120,22,42,5594.45434739552,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F7",11.53308,7.36767,120,22,42,5002.87581699346,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F8",11.61091,7.45851,120,22,42,8297.40659082224,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F8",11.61091,7.45851,120,22,42,7999.94024276377,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F9",11.6201,7.45143,120,22,42,6887.9937254902,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F9",11.6201,7.45143,120,22,42,7419.67741935484,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F10",11.57696,7.45516,120,22,42,5392.23974763407,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F10",11.57696,7.45516,120,22,42,4874.78927203065,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F10",11.57618,7.45716,120,22,42,4138.66666666667,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F10",11.57618,7.45716,120,22,42,4280.01290213055,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F11",11.55759,7.41263,120,22,42,5192.86702317291,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F11",11.55759,7.41263,120,22,42,5058.8986784141,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F12",11.73731,7.341,120,22,42,8228.67102396515,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F12",11.73731,7.341,120,22,42,5655.81699346405,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F13",11.57925,7.40556,120,22,42,5585.24818227157,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F13",11.57925,7.40556,120,22,42,8261.24702354705,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F14",11.7667,7.37876,120,22,42,4998.32385988103,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F14",11.7667,7.37876,120,22,42,2055.22222222222,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F15",11.63083,7.46457,120,22,42,5311.27129482424,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F15",11.63083,7.46457,120,22,42,3079.49373317955,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F16",11.68081,8.54914,120,22,42,1525.26431372549,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F16",11.68081,8.54914,120,22,42,997.260273972603,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F17",11.67769,8.52814,120,22,42,3441.78498985801,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F17",11.67769,8.52814,120,22,42,2712.62487945998,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F18",11.68229,8.5458,120,22,42,673.733746130031,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F18",11.68229,8.5458,120,22,42,1468.2962962963,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F19",11.68309,8.52455,120,22,42,1626.88215488216,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F19",11.68309,8.52455,120,22,42,2956.8168627451,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F20",11.68786,8.53474,120,22,42,2090.66666666667,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F20",11.68786,8.53474,120,22,42,2165.20415224913,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F22",11.73501,8.53887,120,22,42,5492.14223002634,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F22",11.73501,8.53887,120,22,42,4053.51323367631,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F23",11.68655,8.53336,120,22,42,5330.82042321879,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F23",11.68655,8.53336,120,22,42,1921.58954248366,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F24",11.67278,8.5426,120,22,42,597.433155080214,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F24",11.67278,8.5426,120,22,42,557.68115942029,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F25",11.75608,8.5414,120,22,42,8092.97794117647,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F25",11.75608,8.5414,120,22,42,4492.33464052288,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F26",11.67712,8.52781,120,22,42,1488.18666488211,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F26",11.67712,8.52781,120,22,42,3745.61614044281,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F27",11.67099,8.52986,120,22,42,4382.7027027027,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F27",11.67099,8.52986,120,22,42,2939.39108734403,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F28",11.68468,8.53477,120,22,42,5571.9077725273,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F28",11.68468,8.53477,120,22,42,4429.3709348146,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F29",11.43786,7.25665,120,22,42,6194.92848904268,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F29",11.43786,7.25665,120,22,42,4821.12418300654,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F30",11.43515,7.25239,120,22,42,4977.57149021713,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F30",11.43515,7.25239,120,22,42,4288.31168831169,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F30",11.435628,7.252622,120,22,42,4257.30469965764,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F30",11.435628,7.252622,120,22,42,3903.45811051693,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F35",11.44089,7.26125,120,22,42,6438.54030501089,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F35",11.44089,7.26125,120,22,42,4753.1003125888,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F37",11.43465,7.25192,120,22,42,3686.12822906941,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F37",11.43465,7.25192,120,22,42,3355.90243902439,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F39",10.79184,8.58405,120,22,42,3787.61354723708,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F39",10.79184,8.58405,120,22,42,5411.67978770455,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F39",10.79174,8.58402,120,22,42,8005.40768905788,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F39",10.79174,8.58402,120,22,42,6085.73858300654,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F40",10.77884,8.60706,120,22,42,4259.89379084967,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F40",10.77884,8.60706,120,22,42,4161.11385730763,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F40",10.77896,8.60721,120,22,42,6170.4217266211,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F40",10.77896,8.60721,120,22,42,7923.52543139516,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F41",10.68866,8.62682,120,22,42,5437.68033273916,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F41",10.68866,8.62682,120,22,42,7358.27685103893,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F42",10.77831,8.60252,120,22,42,7785.78161661289,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F42",10.77831,8.60252,120,22,42,6696.14914340853,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F43",10.68406,8.62938,120,22,42,3191.03641456583,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F43",10.68406,8.62938,120,22,42,2416.36199095023,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F44",10.75062,8.58097,120,22,42,5131.40777666999,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F44",10.75062,8.58097,120,22,42,4800.85545912354,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F45",10.7503,8.58041,120,22,42,6647.19433950951,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F45",10.7503,8.58041,120,22,42,5614.25808563182,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F46",10.6759,8.63299,120,22,42,2053.38866089071,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F46",10.6759,8.63299,120,22,42,2783.67242832092,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F46",10.67283,8.62854,120,22,42,4315.01027077498,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F46",10.67283,8.62854,120,22,42,3295.99543118218,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F47",10.77826,8.58441,120,22,42,4644.81362007168,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F47",10.77826,8.58441,120,22,42,7346.31016042781,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F47",10.77832,8.58362,120,22,42,3310.14239028945,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F47",10.77832,8.58362,120,22,42,5005.37699615929,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F48",10.74032,8.58389,120,22,42,3886.81705342687,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F48",10.74032,8.58389,120,22,42,4933.00099700897,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F49",10.68781,8.62577,120,22,42,3964.71794871795,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F49",10.68781,8.62577,120,22,42,4832.68817204301,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F50",10.72944,8.57747,120,22,42,4407.10029299076,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F50",10.72944,8.57747,120,22,42,3383.3281927003,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F51",10.73025,8.57735,120,22,42,4276.8178037055,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F51",10.73025,8.57735,120,22,42,4878.62209279752,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F52",11.63346,7.18204,120,22,42,2965.02410569963,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F52",11.63346,7.18204,120,22,42,5004.42519685039,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F53",11.65778,7.15811,120,22,42,5038.2669196711,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F53",11.65778,7.15811,120,22,42,1262.40522875817,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F54",11.6392,7.15978,120,22,42,4393.81007304883,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F54",11.6392,7.15978,120,22,42,3511.26633986928,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F55",11.57416,7.09071,120,22,42,2739.99569058393,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F55",11.57416,7.09071,120,22,42,2843.51012536162,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F56",11.64533,7.14161,120,22,42,4305.18345952242,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F56",11.64533,7.14161,120,22,42,4640.40920716113,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F57",11.62195,7.11551,120,22,42,1934.2735042735,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F57",11.62195,7.11551,120,22,42,3257.47126436782,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F58",11.62875,7.13451,120,22,42,4050.21764032073,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F58",11.62875,7.13451,120,22,42,4457.73468361704,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F59",11.63299,7.17642,120,22,42,5983.56979648228,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F59",11.63299,7.17642,120,22,42,3407.98936523762,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F60",11.37662,7.33746,100,30,60,3566.27527873895,"N100,P30,K60","Hybrid","Sandy Loam"
"TMS_F60",11.37662,7.33746,120,22,42,2608.11050010183,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F61",11.38078,7.33749,120,22,42,2977.42785793563,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F61",11.38078,7.33749,120,22,42,4462.52262443439,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F62",11.4732,7.31351,120,22,42,5228.59672055957,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F62",11.4732,7.31351,120,22,42,3487.96825396825,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F63",11.5069,7.35738,120,22,42,3352.10513739546,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F63",11.5069,7.35738,120,22,42,3300.92071611253,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F64",11.47186,7.32028,120,22,42,3483.43591929525,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F64",11.47186,7.32028,120,22,42,3129.15508021391,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F65",11.50024,7.3361,120,22,42,5561.84765017118,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F65",11.50024,7.3361,120,22,42,6055.48717948718,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F66",11.5002,7.33571,120,22,42,6170.71304347826,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F66",11.5002,7.33571,120,22,42,3994.55113937467,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F67",11.5079,7.34541,120,22,42,3232.196587726,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F67",11.5079,7.34541,120,22,42,4540.15068990559,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F68",11.47598,7.28875,120,22,42,3229.98465473146,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F68",11.47598,7.28875,120,22,42,1614.64584283326,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F69",11.54052,7.28199,120,22,42,3580.33350383632,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F69",11.54052,7.28199,120,22,42,4689.36267025894,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F70",11.53497,7.28632,120,22,42,4297.36811594203,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F70",11.53497,7.28632,120,22,42,3690.23272860546,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F71",11.38209,7.33895,120,22,42,2016.26318082789,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F71",11.38209,7.33895,120,22,42,2058.63678804855,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F72",11.48173,7.32072,120,22,42,6663.42524509804,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F72",11.48173,7.32072,120,22,42,9126.49504532996,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F73",11.55008,7.27764,120,22,42,7264.27555356743,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F73",11.55008,7.27764,120,22,42,7765.31173433229,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F74",11.38229,7.34009,120,22,42,7961.29526729258,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F74",11.38229,7.34009,120,22,42,1547.83930759804,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F75",11.48156,7.30753,120,22,42,4329.21642619312,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F75",11.48156,7.30753,120,22,42,4722.14837747965,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F76",11.54201,7.27891,120,22,42,3201.66280685503,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F76",11.54201,7.27891,120,22,42,4144.36481792717,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F77",11.24248,7.29168,120,22,42,6087.83606557377,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F77",11.24248,7.29168,120,22,42,5626.5036244801,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F78",11.29636,7.40918,120,22,42,4466.45047762695,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F78",11.29636,7.40918,120,22,42,3874.95702962036,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F79",11.24194,7.29623,120,22,42,8165.35052377115,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F79",11.24194,7.29623,120,22,42,7657.89081122645,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F80",11.28899,7.41883,120,22,42,3614.03157690749,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F80",11.28899,7.41883,120,22,42,5280.65907436647,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F81",11.24581,7.27914,120,22,42,3762.75862068966,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F81",11.24581,7.27914,120,22,42,3080.70683057334,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F82",11.33448,7.38633,120,22,42,7134.76011029412,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F82",11.33448,7.38633,120,22,42,6185.04901960784,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F83",11.25114,7.26777,120,22,42,4707.41612200436,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F83",11.25114,7.26777,120,22,42,4503.47244805781,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F84",11.13942,8.23532,120,22,42,1497.18408207165,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F85",11.14053,8.23195,120,22,42,4100.46331109764,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F85",11.14053,8.23195,120,22,42,3976.10088032358,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F86",11.14099,8.23207,120,22,42,3668.68320340184,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F86",11.14099,8.23207,120,22,42,4952.69699854052,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F87",11.14018,8.23509,120,22,42,6645.79513888889,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F87",11.14018,8.23509,120,22,42,5622.9962679936,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F88",11.19444,8.14108,120,22,42,4394.10136385283,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F88",11.19444,8.14108,120,22,42,4687.42081886103,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F89",11.14138,8.23223,120,22,42,3331.46533384596,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F89",11.14138,8.23223,120,22,42,4445.22662605495,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F90",11.13432,8.23279,120,22,42,6749.86717267552,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F90",11.13432,8.23279,120,22,42,4919.27618430292,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F91",11.14065,8.23433,120,22,42,4517.39268680445,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F91",11.14065,8.23433,120,22,42,5521.25772831655,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F92",11.14067,8.23935,120,22,42,1836.30727442492,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F92",11.14067,8.23935,120,22,42,3579.45566286216,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F93",11.12777,8.23931,120,22,42,5188.54788292128,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F93",11.12777,8.23931,120,22,42,1728.36836836837,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F94",11.12786,8.23937,120,22,42,5511.88125343595,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F94",11.12786,8.23937,120,22,42,4657.9071560248,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F95",11.13414,8.23159,120,22,42,4265.00781750609,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F95",11.13414,8.23159,120,22,42,4592.74070458059,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F96",11.13327,8.23771,120,22,42,3581.15749525617,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F96",11.13327,8.23771,120,22,42,4700.48834628191,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F97",11.12484,8.23495,120,22,42,2651.58208955224,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F97",11.12484,8.23495,120,22,42,3744.53333333333,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F97",11.12285,8.23421,120,22,42,6896.83733213743,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F97",11.12285,8.23421,120,22,42,8672.98673826377,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F98",11.12727,8.23678,120,22,42,4766.01721348606,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F99",11.12727,8.23678,120,22,42,5640.296872468,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F100",11.12717,8.23679,120,22,42,3338.08955223881,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F100",11.12717,8.23679,120,22,42,5780.15868673051,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F101",10.59355,8.18953,120,22,42,6530.67655891185,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F101",10.59355,8.18953,120,22,42,4723.47230154198,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F102",10.56473,8.18058,120,22,42,4685.12605042017,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F102",10.56473,8.18058,120,22,42,2648.19607843137,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F103",10.56343,8.18741,120,22,42,4156.89100865571,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F103",10.56343,8.18741,120,22,42,2057.05589698566,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F104",10.54874,8.13038,120,22,42,2258.33248081841,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F104",10.54874,8.13038,120,22,42,2318.12867647059,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F105",10.57152,8.17729,120,22,42,3645.12055911474,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F105",10.57152,8.17729,120,22,42,3841.74945533769,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F107",10.52754,8.50865,120,22,42,4111.37872471823,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F107",10.52754,8.50865,120,22,42,3858.05495037521,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F107",10.52715,8.508783,120,22,42,3857.6367949649,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F107",10.52715,8.508783,120,22,42,5577.34204793028,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F108",10.50395,8.52375,120,22,42,9216.96968740548,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F108",10.50395,8.52375,120,22,42,7443.6850678733,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F113",10.4875,8.545867,120,22,42,6630.7222386442,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F113",10.4875,8.545867,120,22,42,4997.04165341812,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F114",10.50803,8.52864,120,22,42,4671.39982949702,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F114",10.50803,8.52864,120,22,42,4595.20285204991,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F115",10.50272,8.50559,120,22,42,6478.54677697973,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F115",10.50272,8.50559,120,22,42,7136.05833738454,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F117",11.3934,7.90139,120,22,42,3465.84046509948,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F117",11.3934,7.90139,120,22,42,4855.69269579177,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F118",11.3862,7.9185,120,22,42,4217.67676261994,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F118",11.3862,7.9185,120,22,42,6796.26470588235,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F119",11.31616,7.96033,120,22,42,4130.25144175317,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F119",11.31616,7.96033,120,22,42,4132.3137254902,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F120",11.31147,7.98358,120,22,42,6650.24149135022,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F120",11.31147,7.98358,120,22,42,4987.04813750693,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F121",11.32,7.9956,120,22,42,6315.81597817121,"N120,P22,K42","Hybrid","Sandy Loam"
